OBJECTID,INDEX_NUM,OBSERVER,SPECIES,SCIENTIFIC,TOWN,ROAD_INTER,SPECIFIC_L,COMMENTS,N_GPS_COOR,W_GPS_COOR,LAND_COVER,LAND_COV2,PROXIMITY_,LIVE_SIGHT,ROADKILL,OTHER,COUNTY_G,PLOTBY_X,PLOTBY_Y,DATE_,HOUR,LAT,LONG
794,796,EAH,Porcupine,Erethizon dorsatum,,Co Rd 42,"Co Rd 42, Peekamoose",2 miles south of: 4644919; 556871,4642423,555136,Hemlock-NH,Maple-Beech,,0,1,0,Ulster,555136,4642423,7/29/2001,825,41.93184561,-74.33495877
795,797,EAH,White-tailed deer,Odocoileus virginianus,,Rt 28A,Rt 28A just E of Co Rd 42 inside reservoir buffer,plot on map,4646457.571,559929.3207,Pine-SNH,suburban,,1,0,0,Ulster,559929.3207,4646457.571,7/29/2001,840,41.96783166,-74.27673616
796,798,EAH,Woodchuck,Marmota monax,,Co Rd 42,Co Rd 42 at High Pt Rd,plot on map,4646348.094,559078.4186,suburban,,,0,1,0,Ulster,559078.4185,4646348.094,7/29/2001,840,41.96690994,-74.28701559
797,799,EAH,Eastern gray squirrel,Sciurus carolinensis,,Rt 28A,"Rt 28A, bottom of Ashokan near Brown Station Rd",plot on map,4644248.117,566741.5147,Pine-SNH,residential,,1,0,0,Ulster,566741.5147,4644248.117,7/29/2001,855,41.94738632,-74.19478041
798,800,EAH,Eastern gray squirrel,Sciurus carolinensis,Ulster,Rt 28,Rt 28 w of Kingston,,4646074,577817.9,SNH w/some Pine,sparsely developed,,0,1,0,Ulster,577817.9,4646074,7/29/2001,915,41.96281446,-74.06092133
799,801,EAH,Common raccoon,Procyon lotor,,US 209,"US 209, N of Rt 28, S of bridge",,4646414,581080,SNH,,,0,1,0,Ulster,581080,4646414,7/29/2001,955,41.96554758,-74.02151406
800,802,EAH,Woodchuck,Marmota monax,,,local/side road,,4649177,592904,suburban,,,0,1,0,Dutchess,592904,4649177,7/29/2001,1010,41.98912362,-73.87840838
801,803,EAH,Common raccoon,Procyon lotor,,Rt 199,"Rt 199, Red Hook, 1 block E of US 9, west of Thompson Ave",plot on map,4649766.712,593376.8949,urban,small town,,0,1,0,Dutchess,593376.8949,4649766.713,7/29/2001,1015,41.99437802,-73.87260667
802,804,EAH,Eastern gray squirrel,Sciurus carolinensis,,Rt 9G,Rt 9G,,4630787,591367,suburban,deciduous,,0,1,0,Dutchess,591367,4630787,7/29/2001,1145,41.82369875,-73.89980787
803,805,EAH,Woodchuck,Marmota monax,,Rt 9G,Rt 9G at road to Bard College,,4652030,590588,SNH,,,1,0,0,Dutchess,590588,4652030,7/29/2001,1040,42.01508469,-73.90592343
804,806,EAH,Striped skunk,Mephitis mephitis,,Rt 9G,Rt 9G,,4630439,591206,suburban,,,0,1,0,Dutchess,591206,4630439,7/29/2001,1150,41.82058346,-73.90179975
805,807,EAH,Common raccoon,Procyon lotor,,Co Rd 41,Co Rd 41 just E of 9G,2 of them,4626879,590394,suburban,,,0,1,0,Dutchess,590394,4626879,7/29/2001,1155,41.78861747,-73.91211774
806,808,EAH,Eastern gray squirrel,Sciurus carolinensis,,Co Rd 41,Co Rd 41,,4627006,593758,suburban,open/mowed,,0,1,0,Dutchess,593758,4627006,7/29/2001,1200,41.78937066,-73.87161973
807,809,EAH,Woodchuck,Marmota monax,,Rt 82,Rt 82,,4644597,611595,open-Ag,old field,,0,1,0,Dutchess,611595,4644597,7/29/2001,1235,41.94545818,-73.65368358
808,810,EAH,Common muskrat,Ondatra zibethicus,,Rt 82,Rt 82 at Salt tpke (co rd 17),,4634251,605884,deciduous,"field, some houses",,0,1,0,Dutchess,605884,4634251,7/29/2001,1300,41.85308391,-73.72442151
809,811,EAH,Eastern gray squirrel,Sciurus carolinensis,,Rt 82,Rt 82 at Salt tpke (co rd 17),"plot on map, just south of Co Rd 17",4633982.364,605860.6885,deciduous,"field, some houses",,0,1,0,Dutchess,605860.6885,4633982.364,7/29/2001,1300,41.85066805,-73.72475033
810,812,EAH,Common raccoon,Procyon lotor,,Rt 82,Rt 82,,4639654,608859,deciduous,,,0,1,0,Dutchess,608859,4639654,7/29/2001,1245,41.90133161,-73.68759563
811,813,EAH,Eastern cottontail,Sylvilagus floridanus,,Rt 82,Rt 82,,4633620,605800,suburban,deciduous,,0,1,0,Dutchess,605800,4633620,7/29/2001,1305,41.84741319,-73.72554602
812,814,EAH,Common raccoon,Procyon lotor,,Rt 82,rt 82 at 44/55,,4626613,603475,SNH,small town down the road,,0,1,0,Dutchess,603475,4626613,7/29/2001,1315,41.78462372,-73.75476923
813,815,EAH,Woodchuck,Marmota monax,,Rt 82,rt 82,"Rt 82, 1/2 mi N of: 4626613; 603475",4627333,603512,SNH,,,0,1,0,Dutchess,603512,4627333,7/29/2001,1315,41.7911024,-73.75419853
814,816,EAH,Eastern gray squirrel,Sciurus carolinensis,,rt 82,Rt 82 at Co Rd 95,,4624606,607626,deciduous (SNH?),some scattered houses,,0,1,0,Dutchess,607626,4624606,7/29/2001,1320,41.765999,-73.70519125
815,817,EAH,Meadow vole,Microtus pennsylvanicus,,Rt 82,"Rt 82, S of US 44",specimen collected,4621919.4,607007.2,open fields,"sparse residential, tree line alo",,0,1,0,Dutchess,607007.2,4621919.4,7/29/2001,1330,41.74189041,-73.71311739
816,818,EAH,Eastern cottontail,Sylvilagus floridanus,,Rt 82,Rt 82,,4619707,605001,planted pines,sparse resdiential,,0,1,0,Dutchess,605001,4619707,7/29/2001,1340,41.72223563,-73.7376287
817,819,EAH,Eastern gray squirrel,Sciurus carolinensis,,Rt 82,Rt 82,,4614186,603243,"mixed, white pines",,,0,1,0,Dutchess,603243,4614186,7/29/2001,1350,41.6727491,-73.7597151
818,820,EAH,Woodchuck,Marmota monax,,Rt 82,Rt 82,,4602377,596357,residential,,,1,0,0,Dutchess,596357,4602377,7/29/2001,1405,41.56726689,-73.84432205
819,821,EAH,Eastern gray squirrel,Sciurus carolinensis,,Rt 82,Rt 82,,4602370,596350,residential,,,0,1,0,Dutchess,596350,4602370,7/29/2001,1405,41.56720469,-73.84440711
820,822,EAH,Woodchuck,Marmota monax,,Rt 82,Rt 82,,4602136,596097,Maple woods,suburban,,0,1,0,Dutchess,596097,4602136,7/29/2001,1412,41.56512785,-73.84747838
821,823,EAH,Eastern gray squirrel,Sciurus carolinensis,,Rt 82,"Rt 82, just S of Co Rd 94",,4602120,596097,Maple woods,suburban,,0,1,0,Dutchess,596097,4602120,7/29/2001,1413,41.56498376,-73.84748094
822,824,EAH,White-tailed deer,Odocoileus virginianus,,Rt 82,Rt 82,,4600378,594915,suburban,,,0,1,0,Dutchess,594915,4600378,7/29/2001,1415,41.54943724,-73.86192958
823,825,EAH,Woodchuck,Marmota monax,,Rt 82,Rt 82,1/4 mile N of: 4600378; 594915 on rt 82,4600629,595194,suburban,,,0,1,0,Dutchess,595194,4600629,7/29/2001,1420,41.55166449,-73.85854512
824,826,EAH,White-tailed deer,Odocoileus virginianus,,Taconic Pkwy,Taconic Pkwy,,4578934,599718,,,,0,1,0,Putnam,599718,4578934,7/29/2001,1500,41.35573747,-73.80789262
825,827,EAH,Common raccoon,Procyon lotor,,Taconic Pkwy,Taconic Pkwy at exit for Rt 134,1/4 mi N of: 4562710; 599664,4563360.784,599655.1004,,,,0,1,0,Westchester,599655.1004,4563360.784,7/29/2001,1515,41.21549531,-73.81119302
826,828,EAH,Common muskrat,Ondatra zibethicus,,West Shore Expwy,"West Shore Expressway, exit 4 off ramp, Huguenot Ave",,4490133,567508,"wetlands, reed, SNH","landfill, pond",~200 feet to pon,0,1,0,Richmond,567508,4490133,7/29/2001,1600,40.5592142,-74.20259615
827,829,EAH,Woodchuck,Marmota monax,,US 202,US 202,no houses or open areas in sight,4558042,576464,Maple,,,0,1,0,Rockland,576464,4558042,7/30/2001,1115,41.17011373,-74.08847077
828,830,EAH,Common muskrat,Ondatra zibethicus,,West Shore Expwy,"West Shore Expressway, near exit 5 for Arden Ave",plot on map,4491394.727,568441.0588,"wetlands, reed, SNH",landfill,,0,1,0,Richmond,568441.0588,4491394.727,7/29/2001,1600,40.57050327,-74.19143913
829,831,EAH,Striped skunk,Mephitis mephitis,,US 202,US 202,"correct points on map, MEME ~500 ft s of: 4558828; 5",4558821,577297,Maple,,,0,1,0,Rockland,577297,4558821,7/30/2001,1125,41.17705102,-74.07844345
830,832,EAH,Woodchuck,Marmota monax,,US 202,US 202,correct on map- MAMO ~200 ft s of: 4558828; 577289,4558822,577298,Maple,,,0,1,0,Rockland,577298,4558822,7/30/2001,1125,41.17705993,-74.0784314
831,833,EAH,White-tailed deer,Odocoileus virginianus,,US 202,US 202,,4558828,577289,Maple,,,0,1,0,Rockland,577289,4558828,7/30/2001,1125,41.17711483,-74.07853793
832,834,EAH,White-tailed deer,Odocoileus virginianus,,Rt 306,"Rt 306, s of US 202",young,4558127,578184,Maple,wooded residential,,0,1,0,Rockland,578184,4558127,7/30/2001,1135,41.17071522,-74.06795832
833,835,EAH,Common raccoon,Procyon lotor,,Rt 306,Rt 306,,4553233,578248,suburb,,,0,1,0,Rockland,578248,4553233,7/30/2001,1150,41.12662972,-74.06782003
834,836,EAH,Common raccoon,Procyon lotor,,Rt 59,"Rt 59, near Rt 45, Spring Valley",,4551351,579726,urban,,,0,1,0,Rockland,579726,4551351,7/30/2001,1200,41.10953508,-74.05045903
835,837,EAH,Striped skunk,Mephitis mephitis,,Rt 45,Rt 45 just N of Rt 59,,4554100,580686,urban,,,0,1,0,Rockland,580686,4554100,7/30/2001,1220,41.13419992,-74.03866564
836,838,EAH,Common raccoon,Procyon lotor,,US 9,US 9 at Exit for 9A,,4569367,589210,SNH,suburban beyond,,0,1,0,Westchester,589210,4569367,7/30/2001,1320,41.27080791,-73.934895
837,839,EAH,White-tailed deer,Odocoileus virginianus,,I-287,I-287/87 off ramp exit for US 9,browsing in mowed roadside,4546323,596026,scattered decid,urban/built,,1,0,0,Westchester,596026,4546323,7/30/2001,1400,41.06248802,-73.85714391
838,840,EAH,Common raccoon,Procyon lotor,,Rt 9A,Rt 9A near US 9,"plot on map, see data sheet for sketch",4560080.376,595292.6564,SNH,,,0,1,0,Westchester,595292.6564,4560080.376,7/30/2001,1330,41.1864769,-73.86373469
839,841,EAH,Virginia opossum,Didelphis virginiana,,Rt 9A,Rt 9A near US 9,"plot on map, see data sheet for sketch",4559964.055,594840.8127,SNH,,,0,1,0,Westchester,594840.8127,4559964.055,7/30/2001,1330,41.18548232,-73.86913947
840,842,EAH,Eastern gray squirrel,Sciurus carolinensis,,US 9,US 9,,4539763,594128,suburban,,,0,1,0,Westchester,594128,4539763,7/30/2001,1425,41.00362741,-73.88073006
841,843,EAH,Eastern cottontail,Sylvilagus floridanus,,trail,"Gateway NRA, Crookes Point trail",,4487166,573024,succ shrub,Maritime shrub/SNH?,,1,0,0,Richmond,573024,4487166,7/30/2001,1710,40.53201963,-74.13779077
842,844,EAH,Norway rat,Rattus norvegicus,,trail,"Gateway NRA, Crookes Point beach",found in shrubby sand dunes near parking lot,4487038.149,573031.8144,sand dunes,shrubby/parking lot,,0,0,1,Richmond,573031.8144,4487038.149,7/30/2001,1720,40.53086726,-74.13771328
843,845,HRH,Virginia opossum,Didelphis virginiana,,backyard,"Giffords Lane backyard, living under deck",,4489907.5,571687.3,urban,,,1,0,0,Richmond,571687.3,4489907.5,7/30/2001,1800,40.55683165,-74.15326086
844,846,EAH,Eastern gray squirrel,Sciurus carolinensis,,,dead end road in Catskills,black morph of a gray squirrel,4658628,553561,maple forest,,,1,0,0,Ulster,553561,4658628,,0,42.07789767,-74.35247675
845,847,KMH,Common raccoon,Procyon lotor,,Howard Ave,Howard Ave near Wagner college,young,4496562.956,576526.5548,urban,,,0,1,0,Richmond,576526.5548,4496562.956,7/30/2001,1200,40.61634938,-74.09530071
846,848,WPB,Eastern chipmunk,Tamias striatus,,,,,4589101,615364.6,,,,1,0,0,Putnam,615364.6,4589101,7/1/2001,0,41.44520195,-73.61895212
847,849,WPB,White-tailed deer,Odocoileus virginianus,,,,,4591318.2,543176.7,,,,1,0,0,Orange,543176.7,4591318.2,7/1/2001,0,41.47230151,-74.48290427
848,850,WPB,Red squirrel,Tamiasciurus hudsonicus,,,,,4592019.3,544614.4,,,,1,0,0,Orange,544614.4,4592019.3,7/1/2001,0,41.4785377,-74.46563483
849,851,WPB,Eastern chipmunk,Tamias striatus,,,,,4592068.4,607241.5,,,,1,0,0,Putnam,607241.5,4592068.4,7/1/2001,0,41.47305032,-73.71564352
850,852,WPB,Eastern gray squirrel,Sciurus carolinensis,,,,,4592754.3,606897.9,,,,1,0,0,Putnam,606897.9,4592754.3,7/1/2001,0,41.47927289,-73.71963602
851,853,WPB,Eastern gray squirrel,Sciurus carolinensis,,,,,4594608.7,547359.2,,,,1,0,0,Orange,547359.2,4594608.7,7/1/2001,0,41.50170308,-74.43255724
852,854,WPB,Eastern chipmunk,Tamias striatus,,,,,4595941.6,548439,,,,1,0,0,Orange,548439,4595941.6,7/1/2001,0,41.51364392,-74.41951282
853,855,WPB,Eastern chipmunk,Tamias striatus,,,,,4597379.8,555437.2,,,,1,0,0,Orange,555437.2,4597379.8,7/1/2001,0,41.52614367,-74.33551981
854,856,WPB,White-tailed deer,Odocoileus virginianus,,,,,4597633.7,549747.2,,,,1,0,0,Orange,549747.2,4597633.7,7/1/2001,0,41.52880436,-74.40369642
855,857,WPB,Eastern gray squirrel,Sciurus carolinensis,,,,,4597860.7,553932.6,,,,1,0,0,Orange,553932.6,4597860.7,7/1/2001,0,41.53057784,-74.35350998
856,858,WPB,White-tailed deer,Odocoileus virginianus,,,,,4599596.7,564717.4,,,,1,0,0,Orange,564717.4,4599596.7,7/1/2001,0,41.54541388,-74.22405616
857,859,WPB,Eastern chipmunk,Tamias striatus,,,,,4599596.7,564717.4,,,,1,0,0,Orange,564717.4,4599596.7,7/1/2001,0,41.54541388,-74.22405616
858,860,WPB,White-tailed deer,Odocoileus virginianus,,,,,4599930.4,559221.2,,,,1,0,0,Orange,559221.2,4599930.4,7/1/2001,0,41.54884517,-74.28991611
859,861,WPB,Eastern gray squirrel,Sciurus carolinensis,,,,,4600686.1,561410.7,,,,1,0,0,Orange,561410.7,4600686.1,7/1/2001,0,41.55548638,-74.26358801
860,862,WPB,White-tailed deer,Odocoileus virginianus,,,,,4646794.1,558326.2,,,,1,0,0,Ulster,558326.2,4646794.1,7/1/2001,0,41.9709827,-74.29604881
861,863,WPB,Red squirrel,Tamiasciurus hudsonicus,,,,,4647161.6,596535.2,,,,1,0,0,Dutchess,596535.2,4647161.6,7/1/2001,0,41.97053864,-73.83490991
862,864,WPB,Red squirrel,Tamiasciurus hudsonicus,,,,,4647333.3,595412,,,,1,0,0,Dutchess,595412,4647333.3,7/1/2001,0,41.97222154,-73.84843538
863,865,WPB,White-tailed deer,Odocoileus virginianus,,,,,4648890.4,603573.5,,,,1,0,0,Dutchess,603573.5,4648890.4,7/1/2001,0,41.98521232,-73.74967854
864,866,WPB,White-tailed deer,Odocoileus virginianus,,,,,4649165.3,601796.9,,,,1,0,0,Dutchess,601796.9,4649165.3,7/1/2001,0,41.98791925,-73.77107293
865,867,WPB,White-tailed deer,Odocoileus virginianus,,,,,4649933.9,606012.1,,,,1,0,0,Dutchess,606012.1,4649933.9,7/1/2001,0,41.99428407,-73.72005895
866,868,MAD,American beaver,Castor canadensis,Deerpark,Monguap River,Live sighting on Monguap River near Upper Monguap,"plot - Marked with ""x"" on DeLorme",4589485.632,520122.2835,water,,in water,1,0,0,Orange,520122.2835,4589485.632,7/21/2001,1200,41.4567046,-74.75906756
867,869,MAD,American beaver,Castor canadensis,Deerpark,Monguap River,Live sighting on Monguap River north of jct with Rt. 97,"plot- marked with ""x"" on DeLorme, near ""R"" in river",4587959.424,520154.7789,water,,in water,1,0,0,Orange,520154.7789,4587959.424,7/21/2001,1400,41.44295654,-74.75872942
868,870,MEK,White-tailed deer,Odocoileus virginianus,,Wassaic MUA,Wassaic MUA,,4625525,618724,White Ash,,,1,0,0,Dutchess,618724,4625525,7/6/2001,0,41.77269183,-73.57152982
869,871,MEK,Eastern cottontail,Sylvilagus floridanus,,Wassaic MUA,Wassaic MUA,,4625525,618724,White Ash,,,1,0,0,Dutchess,618724,4625525,7/6/2001,0,41.77269183,-73.57152982
870,872,MEK,White-tailed deer,Odocoileus virginianus,,Arthur Butler (TNC),Arthur Butler (TNC),,4559878,609913,White Pine,,,1,0,0,Westchester,609913,4559878,7/18/2001,0,41.18280275,-73.68947946
871,873,NYSM,Meadow vole,MICROTUS PENNSYLVANICUS,NASSAU,,"MALDEN BRIDGE RD., KAUNEMEEK ST.",,4707719.518,614235.2415,,,,0,0,0,Rensselaer,614235.2415,4707719.518,,0,42.51341479,-73.60941885
872,874,NYSM,Short-tailed shrew,BLARINA BREVICAUDA,NASSAU,,"MALDEN BRIDGE RD., KAUNEMEEK ST.",,4707706.622,614236.8534,,,,0,0,0,Rensselaer,614236.8534,4707706.622,,0,42.51329845,-73.6094018
873,875,NYSM,Masked shrew,SOREX CINEREUS,NASSAU,,"MALDEN BRIDGE RD., KAUNEMEEK ST.",,4707713.07,614232.0177,,,,0,0,0,Rensselaer,614232.0177,4707713.07,,0,42.51335721,-73.60945937
874,876,NYSM,White-footed mouse,PEROMYSCUS LEUCOPUS,NASSAU,,"MALDEN BRIDGE RD., KAUNEMEEK ST.",,4707713.815,614238.3696,,,,0,0,0,Rensselaer,614238.3696,4707713.815,,0,42.51336298,-73.60938192
875,877,NYSM,Short-tailed weasel,MUSTELA ERMINEA,BRUNSWICK,,NEAR JCT OF RTS 2 AND 278,,4734079.638,616780.2015,,,,0,0,0,Rensselaer,616780.2015,4734079.638,,0,42.75035185,-73.57303629
876,878,CMNH,Eastern chipmunk,TAMIAS STRIATUS,SHANDAKEN,,"WOODLAND VALLEY CAMPGROUND, 3 1/2 MI S, 2 1/2 MI W, PHOENCIA",,4653929.901,552557.0851,,,,0,0,0,Ulster,552557.085,4653929.901,,0,42.03565431,-74.36503444
877,879,CMNH,Deer mouse,PEROMYSCUS MANICULATUS,SHANDAKEN,,"WOODLAND VALLEY CAMPGROUND, 3 1/2 MI S, 2 1/2 MI W, PHOENCIA",,4653929.901,552576.4537,,,,0,0,0,Ulster,552576.4537,4653929.901,,0,42.03565302,-74.36480045
878,880,CMNH,Smoky shrew,SOREX FUMEUS,SHANDAKEN,,"WOODLAND VALLEY CAMPGROUND, 3 1/2 MI S, 2 1/2 MI W, PHOENCIA",,4653929.901,552600.1264,,,,0,0,0,Ulster,552600.1264,4653929.901,,0,42.03565143,-74.36451447
879,881,CMNH,Short-tailed shrew,BLARINA BREVICAUDA,SHANDAKEN,,"WOODLAND VALLEY CAMPGROUND, 3 1/2 MI S, 2 1/2 MI W, PHOENCIA",,4653891.162,552567.8454,,,,0,0,0,Ulster,552567.8454,4653891.162,,0,42.03530471,-74.36490792
880,882,CMNH,White-footed mouse,PEROMYSCUS LEUCOPUS,SHANDAKEN,,"WOODLAND VALLEY CAMPGROUND, 3 1/2 MI S, 2 1/2 MI W, PHOENCIA",,4653891.162,552595.8223,,,,0,0,0,Ulster,552595.8223,4653891.162,,0,42.03530284,-74.36456994
881,883,AMNH,Meadow vole,MICROTUS PENNSYLVANICUS,YONKERS,,SPRAINBROOK RESEVOIR DAM,,4534982.792,596580.3237,,,,0,0,0,Westchester,596580.3237,4534982.792,,0,40.96028787,-73.85232181
882,884,AMNH,White-footed mouse,PEROMYSCUS LEUCOPUS,YONKERS,,SPRAIN RIDGE PARK,,4534982.792,596606.4584,,,,0,0,0,Westchester,596606.4584,4534982.792,,0,40.96028478,-73.85201131
883,885,AMNH,White-footed mouse,PEROMYSCUS LEUCOPUS,CATSKILL,,CATSKILL GAME FARM,,4676906.711,581641.986,,,,0,0,0,Greene,581641.986,4676906.712,,0,42.2400815,-74.01047203
884,886,AMNH,Southern redback vole,CLETHRIONOMYS GAPPERI,CATSKILL,,CATSKILL GAME FARM,,4676821.95,581641.986,,,,0,0,0,Greene,581641.986,4676821.95,,0,42.23931823,-74.01048396
885,887,AMNH,Eastern chipmunk,TAMIAS STRIATUS,CATSKILL,,CATSKILL GAME FARM,,4676826.188,581726.7437,,,,0,0,0,Greene,581726.7437,4676826.188,,0,42.23934753,-74.00945623
886,888,AMNH,Short-tailed shrew,BLARINA BREVICAUDA,CATSKILL,,CATSKILL GAME FARM,,4676923.664,581730.9816,,,,0,0,0,Greene,581730.9816,4676923.664,,0,42.24022485,-74.00939114
887,889,CUMC,Eastern gray squirrel,Sciurus carolinensis,RICHMOND_B,,"Staten Island, corner Jaffee St. & Willowbrook Rd.",,4496913.297,572303.0062,,,,0,0,0,Richmond,572303.0062,4496913.297,,0,40.61988551,-74.14518597
888,890,CUMC,Virginia opossum,Didelphis virginiana,RICHMOND_B,,"Staten Island, 196 Willowbrook Rd.",,4496894.842,572301.1608,,,,0,0,0,Richmond,572301.1608,4496894.842,,0,40.61971943,-74.1452099
889,891,AMNH,Big brown bat,EPTESICUS FUSCUS,MANHATTAN,,AM NAT MUS GROUNDS,,4514886.301,586458.7984,,,,0,0,0,New York,586458.7984,4514886.301,,0,40.78041336,-73.97537231
890,892,AMNH,Red bat,LASIURUS BOREALIS,MANHATTAN,,AMNH,,4514871.732,586490.849,,,,0,0,0,New York,586490.849,4514871.732,,0,40.78027877,-73.97499455
891,893,CMNH,Meadow vole,MICROTUS PENNSYLVANICUS,STUYVESANT,,"ON NEWTON HOOKE RD, 1 MI W RT 9, STUYVESANT FALLS",,4689984.659,601922.0915,,,,0,0,0,Columbia,601922.0915,4689984.66,,0,42.35545299,-73.76241644
892,894,CMNH,White-footed mouse,PEROMYSCUS LEUCOPUS,LIVINGSTON,,"RT 9 H, 1/4 MI N JCT RT 9 H AND RT 9",,4670613.594,602579.9449,,,,0,0,0,Columbia,602579.9449,4670613.594,,0,42.18094713,-73.75785984
893,895,CMNH,Woodchuck,MARMOTA MONAX,STUYVESANT,,"RT 9 J, 1 MI S STUYVESANT FALLS",,4687164.313,602562.5025,,,,0,0,0,Columbia,602562.5025,4687164.313,,0,42.32997441,-73.75514319
894,896,CMNH,Eastern chipmunk,TAMIAS STRIATUS,GREENPORT,,JCT RT 9G AND RT 23,,4674796.754,596306.6175,,,,0,0,0,Columbia,596306.6175,4674796.754,,0,42.2194116,-73.83311487
895,897,NYSM,Woodchuck,MARMOTA MONAX,KINDERHOOK,,RT.9J; 0.2mi N.OF SHARPTOWN RD.;MARK 9J 8101 1029,,4691010.154,600062.1946,,,,0,0,0,Columbia,600062.1946,4691010.154,,0,42.36492814,-73.78481723
896,898,CMNH,Common raccoon,PROCYON LOTOR,KINDERHOOK,,"ON RT 9, 3 MI S KINDERHOOK",,4691077.078,604247.3034,,,,0,0,0,Columbia,604247.3034,4691077.078,,0,42.36498083,-73.73399182
897,899,CMNH,White-footed mouse,PEROMYSCUS LEUCOPUS,WAWARSING,,4 MI E ELLENVILLE RT 52,,4619327.503,544168.1687,,,,0,0,0,Ulster,544168.1687,4619327.503,,0,41.72452489,-74.46896659
898,900,NYSM,Woodchuck,MARMOTA MONAX,WESTERLO,,"RT 143, 100m W. OF JUNCTION w/ CO. RT 312",,4705754.124,582449.7067,,,,0,0,0,Albany,582449.7067,4705754.124,,0,42.49975912,-73.99655719
899,901,NYSM,Common raccoon,PROCYON LOTOR,COLONIE,,RR TRACKS BETWEEN MORRIS rd. AND CoRDELL RD,,4734174.019,590248.7503,,,,0,0,0,Albany,590248.7503,4734174.019,,0,42.75478201,-73.89714785
900,902,NYSM,Gray fox,UROCYON CINEREOARGENTEUS,COLONIE,,RR TRACKS BETWEEN MORRIS rd. AND CORDELL RD,,4734142.032,590275.8152,,,,0,0,0,Albany,590275.8152,4734142.032,,0,42.75449082,-73.89682229
901,903,NYSM,Common raccoon,PROCYON LOTOR,BETHLEHEM,,"RT 32 & 9W, DOR",,4719420.243,600139.0418,,,,0,0,0,Albany,600139.0418,4719420.243,,0,42.62071843,-73.77891757
902,904,NYSM,Virginia opossum,DIDELPHIS VIRGINIANA,NEW SCOTLAND,,"CLARKSVILLE, RT 443 DOR",,4714221.708,585195.199,,,,0,0,0,Albany,585195.199,4714221.708,,0,42.57570674,-73.96188651
903,905,NYSM,Black bear,URSUS AMERICANUS,WAWARSING,,"RT.52, 50YD. W OF ULSTER/SULLIVAN CO BORDER",,4622932.668,536293.3581,,,,0,0,0,Ulster,536293.3581,4622932.668,,0,41.75739446,-74.56342253
904,906,AMNH,Deer mouse,PEROMYSCUS MANICULATUS,ROCHESTER_B,,"LAKE MINNAWASKA, AWOSTING FALLS",,4620589.371,563570.6706,,,,0,0,0,Ulster,563570.6706,4620589.371,,0,41.73457491,-74.23557274
905,907,CUMC,Pine vole,Microtus pinetorum,Gardiner,,"6mi S New Paltz on Rt 208, Dressel's Orchard, 0.25mi N Phill",,4616090.514,572912.8517,,,,0,0,0,Ulster,572912.8517,4616090.514,,0,41.69325572,-74.12379682
906,908,CUMC,White-footed mouse,Peromyscus leucopus,GARDINER,,6 mi. S New Paltz on Rt. 208 S. 0.25 mi. N of Phillies Bridg,,4616061.139,572899.7969,,,,0,0,0,Ulster,572899.7969,4616061.139,,0,41.69299236,-74.12395727
907,909,CUMC,Meadow vole,Microtus pennsylvanicus,Gardiner,,6mi S New  Paltz,,4616113.361,572883.4782,,,,0,0,0,Ulster,572883.4782,4616113.361,,0,41.69346417,-74.12414697
908,910,CUMC,Meadow jumping mouse,Zapus hudsonius,GARDINER,,6 mi. S New Paltz on Rt. 208; .25 mi. N Phillies Bridge Rd.,,4616077.458,572860.6322,,,,0,0,0,Ulster,572860.6322,4616077.458,,0,41.69314292,-74.12442587
909,911,CMNH,Striped skunk,MEPHITIS MEPHITIS,Schodack,,"RT 9, 1 MI S JCT OF RT 9 AND RT 20",,4709967.828,608466.3574,,,,0,0,0,Rensselaer,608466.3574,4709967.828,,0,42.53448783,-73.67919823
910,912,CUMC,White-footed mouse,Peromyscus leucopus,NEW PALTZ,,"New Paltz, Dressel's Orchard",,4616021.125,572862.7261,,,,0,0,0,Ulster,572862.7261,4616021.125,,0,41.69263539,-74.12440759
911,913,AMNH,Long-tailed weasel,SOREX DISPAR,GARDINER,,"AWOSTING FALLS, LAKE MINNEWASKA",,4620589.339,563563.3062,,,,0,0,0,Ulster,563563.3061,4620589.339,,0,41.73457521,-74.23566129
